,id,title,tags
2316,8856,"The Karate Kid, Part II","mr. miyagi and daniel take a trip to okinawa to visit mr. miyagi' die father. after arriv mr. miyagi find he still ha feel for an old love. thi stir up troubl with an old rival who he origin left okinawa to avoid. in the mean time, daniel encount a new love and also make some enemies. adventur drama action romanc famili johng.avildsen"
2317,10495,"The Karate Kid, Part III","kreese, hi life in tatter after hi karat school wa defeat by daniel and mr. miyagi, visit terry, a friend from vietnam. terri is a ruthless busi man and a martial art expert, and he vow to help krees take reveng on daniel and mr. miyagi. famili adventur johng.avildsen"
2318,5825,National Lampoon's Christmas Vacation,"it' christma time and the griswold are prepar for a famili season celebration, but thing never run smoothli for clark, hi wife ellen and their two kids. clark' continu bad luck is worsen by hi obnoxi famili guests, but he manag to keep go know that hi christma bonu is due soon. comedi jeremiahs.chechik"
2319,9489,You've Got Mail,"book superstor magnate, joe fox and independ book shop owner, kathleen kelli fall in love in the anonym of the internet – both bliss unawar that he' put her out of business. comedi romanc noraephron"
2320,16885,The General,"in a twenty-year career mark by obsess secrecy, brutal and meticul planning, cahil net over £40 million. he wa untouch - until a bullet from an ira hitman end it all. drama action crime johnboorman"
2321,76857,The Theory of Flight,"a dreamer who aspir to human flight is assign public servic after one of hi attempt off a public building. thi lead him to meet a young woman, who is die of motor neuron disease. the strong-wil woman admit her wish to be de-flow befor her death. the man, struggl to maintain hi relationship with hi girl friend, declin but offer to help pay for a gigolo to do the deed. the follow event play off the inher comedi and drama of the circumstances. drama paulgreengrass"
2322,8741,The Thin Red Line,"base on the graphic novel by jame jones, the thin red line tell the stori of a group of men, an armi rifl compani call c-for-charlie, who change, suffer, and ultim make essenti discoveri about themselv dure the fierc world war ii battl of guadalcanal. it follow their journey, from the surpris of an unoppos landing, through the bloodi and exhaust battl that follow, to the ultim departur of those who survived. a power frontlin cast - includ sean penn, nick nolte, woodi harrelson and georg clooney - explod into action in thi hauntingli realist view of militari and moral chao in the pacif dure world war ii. drama histori war terrencemalick"
2323,9276,The Faculty,"when some veri creepi thing start happen around school, the kid at herrington high make a chill discoveri that confirm their worst suspicions: their teacher realli are from anoth planet! as mind-control parasit rapidli begin spread from the faculti to the students' bodies, it' ultim up to the few who are left – an unlik collect of loners, leaders, nerd and jock – to save the world from alien domination. horror mysteri sciencefict robertrodriguez"
2324,9822,Mighty Joe Young,"as a child live in africa, jill young saw her mother kill while protect wild gorilla from poacher led by andrei strasser. now an adult, jill care for an orphan gorilla name joe -- who, due to a genet anomaly, is 15 feet tall. when gregg o'hara arriv from california and see the animal, he convinc jill that joe would be safest at hi wildlif refuge. but strasser follow them to the u.s., intent on captur joe for himself. action adventur famili fantasi ronunderwood"
2325,39314,Mighty Joe Young,"after be taken from hi home in africa, gorilla ""joe"" is an instant hit in a hollywood nightclub. thi fun and wonder entertain slant on ""king kong"" is much better than kong' 1934 sequel, ""son of kong"". thi all age adventur ha superb special effect from willi o'brien and hi protege, ray harryhausen. adventur fantasi drama action sciencefict ernestb.schoedsack"
2326,10312,Patch Adams,"meet patch adams, a doctor who doesn't look, act or think like ani doctor you'v met before. for patch, humor is the best medicine, and he' will to do just anyth to make hi patient laugh - even if it mean risk hi own career. comedi drama tomshadyac"
2327,9441,Stepmom,"jacki is a divorc mother of two. isabel is the career mind girlfriend of jackie’ ex-husband luke, forc into the role of unwelcom stepmoth to their children. but when jacki discov she is ill, both women realis they must put asid their differ to find a common ground and celebr life to the fullest, while they have the chance. drama romanc chriscolumbu"
2328,9422,A Civil Action,"jan schlickmann is a cynic lawyer who goe out to ""get rid of"" a case, onli to find out it is potenti worth millions. the case becom hi obsession, to the extent that he is will to give up everyth - includ hi career and hi clients' goals, in order to continu the case against all odds. drama stevenzaillian"
2329,125582,Down in the Delta,"rosa lynn send her druggi daughter loretta and her children thoma and traci away from the big citi to live with their uncl earl in the ancestr home in rural mississippi. earl put loretta to work in hi restaurant, just chicken, while also tell them about the gener of their family, the sinclairs, date back to their time in slaveri befor the the civil war. drama mayaangel"
2330,24525,Hurlyburly,"base on a play by david rabe, hurlyburli is about the intersect live of sever hollywood player and wannabes, whose dysfunct person live are more interest than anyth they'r peddl to the studios. comedi drama anthonydrazan"
2331,10368,Tea with Mussolini,"semi-autobiograph film direct by franco zeffirelli, tell the stori of young italian boy luca' upbring by a circl of english and american women, befor and dure world war ii. comedi drama war francozeffirelli"
2332,11365,Wilde,"the stori of oscar wilde, genius, poet, playwright and the first modern man. the self-realis of hi homosexu caus wild enorm torment as he juggl marriage, fatherhood and respons with hi obsess love for lord alfr douglas. drama histori briangilbert"
2333,140897,Outside Ozona,a drama revolv around a group of stranger brought togeth by a common occurr as well as listen to the same radio station. thriller comedi drama romanc j.s.cardon
2334,31662,Affliction,a small town policeman must investig a suspici hunt accident. the investig and other event result in hi slowli disintegr mentally. drama paulschrad
2335,36136,Another Day in Paradise,"a vend machin robberi by small time thief and drug addict bobbi (vincent kartheiser) goe badli awry, and hi friend contact street-wis thief and part-tim druggi mel (jame woods) to patch him up.recogn a kindr spirit, mel befriend bobbi and hi girlfriend rosi (natasha gregson wagner), invit them to join him and hi long-suff girlfriend sid (melani griffith) on a drug robberi which should set them up for life. the seemingli simpl robberi is a great success, but the sale of the drug afterward fail badly, and mel and bobbi are shot.th four take refug with the reverend, who charg them half of their haul from the robberi to care for them. in a desper attempt to recov their losses, mel involv the crew in a disastrous, ill-advis jewelleri robbery, and they becom caught up in a web of violenc that rapidli spiral out of control. thriller crime drama larryclark"
